2024-10-24T13:03:39.384587606Z W1024 13:03:39.384393       1 cmd.go:254] Using insecure, self-signed certificates
2024-10-24T13:04:00.133926565Z I1024 13:04:00.133921       1 controller.go:203] Source periodic-workloads *controllerstatus.Simple is not ready
2024-10-24T13:04:00.133971655Z I1024 13:04:00.133946       1 controller.go:457] The operator is still being initialized
2024-10-24T13:04:00.133971655Z I1024 13:04:00.133957       1 controller.go:482] The operator is healthy
2024-10-24T13:04:00.134649035Z I1024 13:04:00.134620       1 tasks_processing.go:71] worker 2 working on number_of_pods_and_netnamespaces_with_sdn_annotations task.
2024-10-24T13:04:00.134965595Z I1024 13:04:00.134924       1 recorder.go:70] Recording config/network with fingerprint=d279f325680b006ad792ec5c0d92cf0b9bd0add4473ab18e24d1ba77353450dc
2024-10-24T13:04:00.134965595Z I1024 13:04:00.134944       1 gather.go:180] gatherer "clusterconfig" function "networks" took 4.65384ms to process 1 records
2024-10-24T13:04:00.134983925Z I1024 13:04:00.134964       1 gather.go:180] gatherer "clusterconfig" function "ceph_cluster" took 3.0326ms to process 0 records
2024-10-24T13:04:00.134983925Z I1024 13:04:00.134980       1 tasks_processing.go:71] worker 22 working on storage_classes task.
2024-10-24T13:04:00.135107925Z I1024 13:04:00.135060       1 gather.go:180] gatherer "clusterconfig" function "machine_healthchecks" took 4.46732ms to process 0 records
2024-10-24T13:04:00.135155615Z I1024 13:04:00.135137       1 tasks_processing.go:71] worker 1 working on operators_pods_and_events task.
2024-10-24T13:04:00.135459915Z I1024 13:04:00.135428       1 tasks_processing.go:71] worker 15 working on tsdb_status task.
2024-10-24T13:04:00.135478065Z I1024 13:04:00.135455       1 gather.go:180] gatherer "clusterconfig" function "openstack_version" took 4.00782ms to process 0 records
2024-10-24T13:04:00.135478065Z W1024 13:04:00.135470       1 gather_prometheus_tsdb_status.go:38] Unable to load metrics client, tsdb status cannot be collected: open /var/run/configmaps/service-ca-bundle/service-ca.crt: no such file or directory
2024-10-24T13:04:00.135515605Z I1024 13:04:00.135483       1 gather.go:180] gatherer "clusterconfig" function "tsdb_status" took 32.74µs to process 0 records
2024-10-24T13:04:00.135571095Z I1024 13:04:00.135541       1 tasks_processing.go:71] worker 15 working on authentication task.
2024-10-24T13:04:00.135728795Z I1024 13:04:00.135703       1 tasks_processing.go:71] worker 23 working on storage_cluster task.
2024-10-24T13:04:00.135781105Z I1024 13:04:00.135758       1 gather.go:180] gatherer "clusterconfig" function "openstack_dataplanedeployments" took 3.41697ms to process 0 records
2024-10-24T13:04:00.137550505Z I1024 13:04:00.137515       1 tasks_processing.go:71] worker 23 working on nodenetworkstates task.
2024-10-24T13:04:00.137572035Z I1024 13:04:00.137562       1 gather.go:180] gatherer "clusterconfig" function "storage_cluster" took 1.79495ms to process 0 records
2024-10-24T13:04:00.137708825Z I1024 13:04:00.137673       1 gather_sap_vsystem_iptables_logs.go:60] SAP resources weren't found
2024-10-24T13:04:00.137723605Z I1024 13:04:00.137705       1 gather.go:180] gatherer "clusterconfig" function "sap_license_management_logs" took 6.03012ms to process 0 records
2024-10-24T13:04:00.137723605Z I1024 13:04:00.137719       1 tasks_processing.go:71] worker 14 working on pdbs task.
2024-10-24T13:04:00.138329515Z I1024 13:04:00.138297       1 tasks_processing.go:71] worker 12 working on openstack_controlplanes task.
2024-10-24T13:04:00.138382985Z I1024 13:04:00.138353       1 gather.go:180] gatherer "clusterconfig" function "sap_pods" took 7.3537ms to process 0 records
2024-10-24T13:04:00.138643025Z I1024 13:04:00.138623       1 tasks_processing.go:71] worker 4 working on dvo_metrics task.
2024-10-24T13:04:00.138865965Z I1024 13:04:00.138836       1 recorder.go:70] Recording config/machineconfigpools/master with fingerprint=510db5332a8b0c374a2d113a64a657f0640d6e2e7bb49d7fdc63ca9079008486
2024-10-24T13:04:00.138922335Z I1024 13:04:00.138898       1 recorder.go:70] Recording config/machineconfigpools/worker with fingerprint=74548d3b03d2fc3ba4cfe041c6d230ea98e51994bbc5dad601e02b497e68641b
2024-10-24T13:04:00.138922335Z I1024 13:04:00.138916       1 gather.go:180] gatherer "clusterconfig" function "machine_config_pools" took 8.26942ms to process 2 records
2024-10-24T13:04:00.139680325Z I1024 13:04:00.139653       1 tasks_processing.go:71] worker 20 working on sap_config task.
2024-10-24T13:04:00.140419645Z I1024 13:04:00.140383       1 recorder.go:70] Recording config/apiserver with fingerprint=a11f92e33417c6b3292abb57123e1e48e4b69204a8a840aabedf76b9247a628e
2024-10-24T13:04:00.140493625Z I1024 13:04:00.140467       1 gather.go:180] gatherer "clusterconfig" function "cluster_apiserver" took 7.87374ms to process 1 records
2024-10-24T13:04:00.140538835Z I1024 13:04:00.140515       1 gather.go:180] gatherer "clusterconfig" function "nodenetworkstates" took 2.77908ms to process 0 records
2024-10-24T13:04:00.140587825Z I1024 13:04:00.140571       1 tasks_processing.go:71] worker 23 working on container_runtime_configs task.
2024-10-24T13:04:00.140657305Z I1024 13:04:00.140628       1 tasks_processing.go:71] worker 13 working on machine_autoscalers task.
2024-10-24T13:04:00.142439125Z I1024 13:04:00.142387       1 recorder.go:70] Recording config/infrastructure with fingerprint=cf94982fbd914bebd16572d8e2a0977434b0da8a18201e50a40ddf9d7c6ea43e
2024-10-24T13:04:00.142439125Z I1024 13:04:00.142409       1 gather.go:180] gatherer "clusterconfig" function "infrastructures" took 9.45732ms to process 1 records
2024-10-24T13:04:00.142633375Z I1024 13:04:00.142596       1 tasks_processing.go:71] worker 15 working on sap_datahubs task.
2024-10-24T13:04:00.142844495Z I1024 13:04:00.142810       1 recorder.go:70] Recording config/authentication with fingerprint=99a1a9bb14ee92a681542b396dbfdace94a39fc915518cb368c08075155c8bd0
2024-10-24T13:04:00.142844495Z I1024 13:04:00.142828       1 gather.go:180] gatherer "clusterconfig" function "authentication" took 7.00884ms to process 1 records
2024-10-24T13:04:00.144741335Z I1024 13:04:00.144702       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerID]'
2024-10-24T13:04:00.144741335Z I1024 13:04:00.144717       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerSpec value placement availabilityZone]'
2024-10-24T13:04:00.144741335Z I1024 13:04:00.144722       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerSpec value placement region]'
2024-10-24T13:04:00.144741335Z I1024 13:04:00.144725       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[metadata labels machine.openshift.io/region]'
2024-10-24T13:04:00.144741335Z I1024 13:04:00.144730       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerID]'
2024-10-24T13:04:00.144778965Z I1024 13:04:00.144739       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerSpec value placement availabilityZone]'
2024-10-24T13:04:00.144778965Z I1024 13:04:00.144743       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerSpec value placement region]'
2024-10-24T13:04:00.144778965Z I1024 13:04:00.144772       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[metadata labels machine.openshift.io/region]'
2024-10-24T13:04:00.144792545Z I1024 13:04:00.144781       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerID]'
2024-10-24T13:04:00.144792545Z I1024 13:04:00.144788       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerSpec value placement availabilityZone]'
2024-10-24T13:04:00.144800895Z I1024 13:04:00.144794       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[spec providerSpec value placement region]'
2024-10-24T13:04:00.144807505Z I1024 13:04:00.144799       1 gather_machines.go:83] error during anonymizing machine: unable to find field '[metadata labels machine.openshift.io/region]'
2024-10-24T13:04:00.144829255Z I1024 13:04:00.144814       1 tasks_processing.go:71] worker 17 working on validating_webhook_configurations task.
2024-10-24T13:04:00.144950215Z I1024 13:04:00.144909       1 recorder.go:70] Recording config/machines/openshift-machine-api/ci-op-2fcpj5j6-f6035-2lklf-master-0 with fingerprint=9a84344ab3c89452060a094fe6ba0bf9e50185724fa9abed28dc30ad6cd804ee
2024-10-24T13:04:00.145020755Z I1024 13:04:00.144990       1 recorder.go:70] Recording config/machines/openshift-machine-api/ci-op-2fcpj5j6-f6035-2lklf-master-1 with fingerprint=216ee87d53f466f1df54b267f9a80241a7bb3eabb4b90f8591d04d64e0677ef4
2024-10-24T13:04:00.145082135Z I1024 13:04:00.145055       1 recorder.go:70] Recording config/machines/openshift-machine-api/ci-op-2fcpj5j6-f6035-2lklf-master-2 with fingerprint=f5c23cece1d77cfb3ba5bb4ab466994d22f54963be86f7b622ea8281dcab468e
2024-10-24T13:04:00.145158825Z I1024 13:04:00.145129       1 gather.go:180] gatherer "clusterconfig" function "machines" took 13.2601ms to process 3 records
2024-10-24T13:04:00.145321065Z I1024 13:04:00.145284       1 tasks_processing.go:71] worker 8 working on install_plans task.
2024-10-24T13:04:00.145336315Z I1024 13:04:00.145322       1 gather.go:180] gatherer "clusterconfig" function "image_pruners" took 13.58434ms to process 0 records
2024-10-24T13:04:00.145375425Z I1024 13:04:00.145354       1 tasks_processing.go:71] worker 3 working on metrics task.
2024-10-24T13:04:00.145447625Z W1024 13:04:00.145394       1 gather_most_recent_metrics.go:64] Unable to load metrics client, no metrics will be collected: open /var/run/configmaps/service-ca-bundle/service-ca.crt: no such file or directory
2024-10-24T13:04:00.145447625Z I1024 13:04:00.145356       1 gather.go:180] gatherer "clusterconfig" function "mutating_webhook_configurations" took 14.12778ms to process 0 records
2024-10-24T13:04:00.145447625Z I1024 13:04:00.145429       1 gather.go:180] gatherer "clusterconfig" function "metrics" took 52.01µs to process 0 records
2024-10-24T13:04:00.145447625Z I1024 13:04:00.145438       1 tasks_processing.go:71] worker 3 working on openstack_dataplanenodesets task.
2024-10-24T13:04:00.145775615Z I1024 13:04:00.145706       1 tasks_processing.go:71] worker 9 working on jaegers task.
2024-10-24T13:04:00.145838315Z I1024 13:04:00.145806       1 gather.go:180] gatherer "clusterconfig" function "monitoring_persistent_volumes" took 13.52452ms to process 0 records
2024-10-24T13:04:00.145850975Z I1024 13:04:00.145836       1 gather.go:180] gatherer "clusterconfig" function "openstack_controlplanes" took 7.47514ms to process 0 records
2024-10-24T13:04:00.145942515Z I1024 13:04:00.145900       1 tasks_processing.go:71] worker 12 working on image_registries task.
2024-10-24T13:04:00.145959175Z I1024 13:04:00.145945       1 tasks_processing.go:71] worker 22 working on version task.
2024-10-24T13:04:00.146061435Z I1024 13:04:00.146036       1 recorder.go:70] Recording config/storage/storageclasses/ssd-csi with fingerprint=a7d6e657a9108d0ce812c951ba7d43b99c0c1598c1d75140461ef3b2a0c64dad
2024-10-24T13:04:00.146061435Z I1024 13:04:00.146053       1 recorder.go:70] Recording config/storage/storageclasses/standard-csi with fingerprint=3442d0f5245a0140f86231f32611d559a24b16f258b8fc7e400d87fadf765145
2024-10-24T13:04:00.146075255Z I1024 13:04:00.146061       1 gather.go:180] gatherer "clusterconfig" function "storage_classes" took 10.9577ms to process 2 records
2024-10-24T13:04:00.146967925Z I1024 13:04:00.146934       1 tasks_processing.go:71] worker 6 working on silenced_alerts task.
2024-10-24T13:04:00.146987885Z W1024 13:04:00.146968       1 gather_silenced_alerts.go:38] Unable to load alerts client, no alerts will be collected: open /var/run/configmaps/service-ca-bundle/service-ca.crt: no such file or directory
2024-10-24T13:04:00.147083585Z I1024 13:04:00.147061       1 recorder.go:70] Recording events/openshift-machine-api with fingerprint=4e21ea547b7d65ef026ed2fc5cb7904ead33efc5732a4b7b5a9828b8533dc3e5
2024-10-24T13:04:00.147095035Z I1024 13:04:00.147081       1 gather.go:180] gatherer "clusterconfig" function "openshift_machine_api_events" took 15.89571ms to process 1 records
2024-10-24T13:04:00.147105725Z I1024 13:04:00.147098       1 gather.go:180] gatherer "clusterconfig" function "sap_config" took 7.27741ms to process 0 records
2024-10-24T13:04:00.147114735Z I1024 13:04:00.147106       1 gather.go:180] gatherer "clusterconfig" function "silenced_alerts" took 28.46µs to process 0 records
2024-10-24T13:04:00.147126215Z I1024 13:04:00.147119       1 tasks_processing.go:71] worker 6 working on support_secret task.
2024-10-24T13:04:00.147162485Z I1024 13:04:00.147145       1 tasks_processing.go:71] worker 20 working on nodes task.
2024-10-24T13:04:00.147348775Z I1024 13:04:00.147330       1 tasks_processing.go:71] worker 15 working on openshift_authentication_logs task.
2024-10-24T13:04:00.147471085Z I1024 13:04:00.147442       1 gather.go:180] gatherer "clusterconfig" function "sap_datahubs" took 4.71835ms to process 0 records
2024-10-24T13:04:00.147580265Z E1024 13:04:00.147551       1 gather.go:143] gatherer "clusterconfig" function "machine_autoscalers" failed with the error: machineautoscalers.autoscaling.openshift.io is forbidden: User "system:serviceaccount:openshift-insights:gather" cannot list resource "machineautoscalers" in API group "autoscaling.openshift.io" at the cluster scope
2024-10-24T13:04:00.147634775Z I1024 13:04:00.147609       1 gather.go:180] gatherer "clusterconfig" function "machine_autoscalers" took 6.89953ms to process 0 records
2024-10-24T13:04:00.147734015Z I1024 13:04:00.147703       1 tasks_processing.go:71] worker 13 working on feature_gates task.
2024-10-24T13:04:00.148330635Z I1024 13:04:00.148293       1 tasks_processing.go:71] worker 14 working on machine_sets task.
2024-10-24T13:04:00.148553545Z I1024 13:04:00.148521       1 recorder.go:70] Recording config/pdbs/openshift-apiserver/openshift-apiserver-pdb with fingerprint=2ff804e3ebb969b41271931a582b1c7acb95034403831dd3434dac9bd9e7efe1
2024-10-24T13:04:00.148619165Z I1024 13:04:00.148592       1 recorder.go:70] Recording config/pdbs/openshift-cloud-controller-manager/gcp-cloud-controller-manager with fingerprint=d115d91dd06dde2369ccdeea1e5bd669911fad140fc44a0be5b0c0fefecb8a71
2024-10-24T13:04:00.148634515Z I1024 13:04:00.148627       1 recorder.go:70] Recording config/pdbs/openshift-cluster-csi-drivers/gcp-pd-csi-driver-controller-pdb with fingerprint=d1f3f60c5284b03b9cfab6b3762719b495b67003cab6d454c8124729987a73c4
2024-10-24T13:04:00.148674085Z I1024 13:04:00.148649       1 recorder.go:70] Recording config/pdbs/openshift-cluster-storage-operator/csi-snapshot-controller-pdb with fingerprint=fcf079939dfae91381c0fad25fb1fc95305046308ba23253188547434fcbbcb2
2024-10-24T13:04:00.148685435Z I1024 13:04:00.148673       1 recorder.go:70] Recording config/pdbs/openshift-cluster-storage-operator/csi-snapshot-webhook-pdb with fingerprint=0cb9f9895600e0604c95b88b35d827208d849fb85c3ccf1829d7459281f25586
2024-10-24T13:04:00.148717755Z I1024 13:04:00.148693       1 recorder.go:70] Recording config/pdbs/openshift-kube-apiserver/kube-apiserver-guard-pdb with fingerprint=d0656fe502b93a9d054c0bba46b8b9e66e5fb32f682a0885b1590aeb662fcf95
2024-10-24T13:04:00.148717755Z I1024 13:04:00.148712       1 recorder.go:70] Recording config/pdbs/openshift-kube-controller-manager/kube-controller-manager-guard-pdb with fingerprint=0c1cebfcfd25de58cf13e31f52f22da3a7011d25d5c8177cb9ff16b7b9fce099
2024-10-24T13:04:00.148800515Z I1024 13:04:00.148779       1 recorder.go:70] Recording config/pdbs/openshift-kube-scheduler/openshift-kube-scheduler-guard-pdb with fingerprint=c0cd1623647ec289d46796f37feb52c65c1bb16d2b0d3478fb9840cc52e9109e
2024-10-24T13:04:00.148818455Z I1024 13:04:00.148809       1 recorder.go:70] Recording config/pdbs/openshift-oauth-apiserver/oauth-apiserver-pdb with fingerprint=ea12a73d2b2accd3c6dc69a9dce023b5a1079379db659ace120a30c46efb4646
2024-10-24T13:04:00.148839625Z I1024 13:04:00.148825       1 recorder.go:70] Recording config/pdbs/openshift-operator-lifecycle-manager/packageserver-pdb with fingerprint=38078f256246e9baa3eb4ce38b6ba7e41fc66a460db58f8ff0f95a1b6d2881e8
2024-10-24T13:04:00.148849575Z I1024 13:04:00.148838       1 gather.go:180] gatherer "clusterconfig" function "pdbs" took 10.55369ms to process 10 records
2024-10-24T13:04:00.148924345Z I1024 13:04:00.148904       1 recorder.go:70] Recording config/namespaces_with_overlapping_uids with fingerprint=4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2024-10-24T13:04:00.148924345Z I1024 13:04:00.148916       1 gather.go:180] gatherer "clusterconfig" function "overlapping_namespace_uids" took 17.20604ms to process 1 records
2024-10-24T13:04:00.148944515Z I1024 13:04:00.148922       1 gather.go:180] gatherer "clusterconfig" function "jaegers" took 3.11656ms to process 0 records
2024-10-24T13:04:00.148944515Z I1024 13:04:00.148929       1 gather.go:180] gatherer "clusterconfig" function "openstack_dataplanenodesets" took 3.45031ms to process 0 records
2024-10-24T13:04:00.148953935Z I1024 13:04:00.148946       1 tasks_processing.go:71] worker 3 working on olm_operators task.
2024-10-24T13:04:00.148995625Z I1024 13:04:00.148977       1 tasks_processing.go:71] worker 9 working on scheduler_logs task.
2024-10-24T13:04:00.149145245Z I1024 13:04:00.149123       1 tasks_processing.go:71] worker 7 working on container_images task.
2024-10-24T13:04:00.151896395Z I1024 13:04:00.151873       1 sca.go:98] Pulling SCA certificates from https://api.openshift.com/api/accounts_mgmt/v1/certificates. Next check is in 8h0m0s
2024-10-24T13:04:00.152116415Z I1024 13:04:00.152097       1 cluster_transfer.go:83] checking the availability of cluster transfer. Next check is in 12h0m0s
2024-10-24T13:04:00.152384385Z I1024 13:04:00.152354       1 tasks_processing.go:71] worker 19 working on ingress task.
2024-10-24T13:04:00.152879295Z W1024 13:04:00.152836       1 operator.go:286] started
2024-10-24T13:04:00.152900855Z I1024 13:04:00.152878       1 base_controller.go:67] Waiting for caches to sync for LoggingSyncer
2024-10-24T13:04:00.153095465Z I1024 13:04:00.153050       1 gather.go:180] gatherer "clusterconfig" function "certificate_signing_requests" took 21.64684ms to process 0 records
2024-10-24T13:04:00.155171565Z I1024 13:04:00.154937       1 tasks_processing.go:71] worker 12 working on oauths task.
2024-10-24T13:04:00.155244656Z I1024 13:04:00.155207       1 gather.go:180] gatherer "clusterconfig" function "image_registries" took 9.01385ms to process 0 records
2024-10-24T13:04:00.157269406Z I1024 13:04:00.157238       1 tasks_processing.go:71] worker 6 working on service_accounts task.
2024-10-24T13:04:00.157602366Z E1024 13:04:00.157242       1 gather.go:143] gatherer "clusterconfig" function "support_secret" failed with the error: secrets "support" not found
2024-10-24T13:04:00.157673966Z I1024 13:04:00.157605       1 gather.go:180] gatherer "clusterconfig" function "support_secret" took 9.988431ms to process 0 records
2024-10-24T13:04:00.157687455Z I1024 13:04:00.157675       1 tasks_processing.go:71] worker 23 working on proxies task.
2024-10-24T13:04:00.158254906Z I1024 13:04:00.158199       1 gather.go:180] gatherer "clusterconfig" function "container_runtime_configs" took 17.06837ms to process 0 records
2024-10-24T13:04:00.158354026Z W1024 13:04:00.158335       1 gather_dvo_metrics.go:92] No DVO metrics gathered
2024-10-24T13:04:00.158405705Z I1024 13:04:00.158369       1 tasks_processing.go:71] worker 13 working on kube_controller_manager_logs task.
2024-10-24T13:04:00.158643105Z I1024 13:04:00.158363       1 recorder.go:70] Recording config/featuregate with fingerprint=c0ea7b9e72e8e48987a387d429bb8a5c6660ef87425410ba366a6a7f12534be4
2024-10-24T13:04:00.158643105Z I1024 13:04:00.158596       1 gather.go:180] gatherer "clusterconfig" function "feature_gates" took 10.47053ms to process 1 records
2024-10-24T13:04:00.158643105Z I1024 13:04:00.158607       1 gather.go:180] gatherer "clusterconfig" function "dvo_metrics" took 19.713171ms to process 0 records
2024-10-24T13:04:00.158643105Z I1024 13:04:00.158631       1 tasks_processing.go:71] worker 4 working on schedulers task.
2024-10-24T13:04:00.158965076Z I1024 13:04:00.158916       1 tasks_processing.go:71] worker 18 working on pod_network_connectivity_checks task.
2024-10-24T13:04:00.159483255Z I1024 13:04:00.159336       1 recorder.go:70] Recording config/crd/volumesnapshots.snapshot.storage.k8s.io with fingerprint=de5a89b8364c8fd4ca6017d3d5fa2398a927cd5bfd551dd5374bc453a4b7d66a
2024-10-24T13:04:00.159565805Z I1024 13:04:00.159537       1 recorder.go:70] Recording config/crd/volumesnapshotcontents.snapshot.storage.k8s.io with fingerprint=c3aaacabb9c7805019b1e2eac37c3e2de5be189dcef53c4f87113e899301802c
2024-10-24T13:04:00.159565805Z I1024 13:04:00.159555       1 gather.go:180] gatherer "clusterconfig" function "crds" took 27.09143ms to process 2 records
2024-10-24T13:04:00.159691816Z I1024 13:04:00.159665       1 tasks_processing.go:71] worker 17 working on image task.
2024-10-24T13:04:00.159737296Z I1024 13:04:00.159717       1 recorder.go:70] Recording config/validatingwebhookconfigurations/multus.openshift.io with fingerprint=b38cf3f4b1e844048d4d52df5630c0a4b0b93dc9a53499b09505898c34042521
2024-10-24T13:04:00.159799356Z I1024 13:04:00.159769       1 recorder.go:70] Recording config/validatingwebhookconfigurations/performance-addon-operator with fingerprint=10081cf3eab6e26ab8cd672192ad48569790f8daef3f35de99d7db3fd41f40f1
2024-10-24T13:04:00.159818046Z I1024 13:04:00.159802       1 recorder.go:70] Recording config/validatingwebhookconfigurations/snapshot.storage.k8s.io with fingerprint=7fa69516c5d6491c7e98a936d793308aa5808d751b748c083e4bb3cf96269a14
2024-10-24T13:04:00.159818046Z I1024 13:04:00.159811       1 gather.go:180] gatherer "clusterconfig" function "validating_webhook_configurations" took 14.47591ms to process 3 records
2024-10-24T13:04:00.163033346Z I1024 13:04:00.162987       1 tasks_processing.go:71] worker 19 working on ingress_certificates task.
2024-10-24T13:04:00.163257306Z I1024 13:04:00.163230       1 recorder.go:70] Recording config/ingress with fingerprint=feb3b7d40e6808409e668d3e15498027f9f41e7fc1d8c17e6f7f9768a410189b
2024-10-24T13:04:00.163327676Z I1024 13:04:00.163291       1 gather.go:180] gatherer "clusterconfig" function "ingress" took 10.567951ms to process 1 records
2024-10-24T13:04:00.163327676Z I1024 13:04:00.163314       1 gather.go:180] gatherer "clusterconfig" function "olm_operators" took 14.32506ms to process 0 records
2024-10-24T13:04:00.163327676Z I1024 13:04:00.163323       1 tasks_processing.go:74] worker 3 stopped.
2024-10-24T13:04:00.163510325Z I1024 13:04:00.163475       1 tasks_processing.go:74] worker 5 stopped.
2024-10-24T13:04:00.163510325Z I1024 13:04:00.163496       1 gather.go:180] gatherer "clusterconfig" function "aggregated_monitoring_cr_names" took 32.139341ms to process 0 records
2024-10-24T13:04:00.165234556Z I1024 13:04:00.165207       1 controller.go:203] Source scaController *sca.Controller is not ready
2024-10-24T13:04:00.165234556Z I1024 13:04:00.165223       1 controller.go:203] Source clusterTransferController *clustertransfer.Controller is not ready
2024-10-24T13:04:00.165279426Z I1024 13:04:00.165235       1 controller.go:203] Source periodic-clusterconfig *controllerstatus.Simple is not ready
2024-10-24T13:04:00.165279426Z I1024 13:04:00.165241       1 controller.go:203] Source periodic-conditional *controllerstatus.Simple is not ready
2024-10-24T13:04:00.165279426Z I1024 13:04:00.165245       1 controller.go:203] Source periodic-workloads *controllerstatus.Simple is not ready
2024-10-24T13:04:00.165291956Z I1024 13:04:00.165276       1 controller.go:457] The operator is still being initialized
2024-10-24T13:04:00.165291956Z I1024 13:04:00.165288       1 controller.go:482] The operator is healthy
2024-10-24T13:04:00.165771386Z I1024 13:04:00.165717       1 tasks_processing.go:74] worker 12 stopped.
2024-10-24T13:04:00.166166586Z I1024 13:04:00.166136       1 recorder.go:70] Recording config/oauth with fingerprint=f3b82e059e51cb15bb74a07977e32ceed6621b10b9ca050890107d187ceb32ce
2024-10-24T13:04:00.166201246Z I1024 13:04:00.166161       1 gather.go:180] gatherer "clusterconfig" function "oauths" took 10.7441ms to process 1 records
2024-10-24T13:04:00.166291205Z I1024 13:04:00.166263       1 tasks_processing.go:74] worker 18 stopped.
2024-10-24T13:04:00.166378606Z E1024 13:04:00.166342       1 gather.go:143] gatherer "clusterconfig" function "pod_network_connectivity_checks" failed with the error: the server could not find the requested resource (get podnetworkconnectivitychecks.controlplane.operator.openshift.io)
2024-10-24T13:04:00.166413976Z I1024 13:04:00.166401       1 gather.go:180] gatherer "clusterconfig" function "pod_network_connectivity_checks" took 7.332021ms to process 0 records
2024-10-24T13:04:00.167712246Z I1024 13:04:00.167678       1 gather_machine_sets.go:86] error during anonymizing machineset: unable to find field '[spec template spec providerSpec value placement availabilityZone]'
2024-10-24T13:04:00.167712246Z I1024 13:04:00.167704       1 gather_machine_sets.go:86] error during anonymizing machineset: unable to find field '[spec template spec providerSpec value placement region]'
2024-10-24T13:04:00.167733966Z I1024 13:04:00.167721       1 gather_machine_sets.go:86] error during anonymizing machineset: unable to find field '[spec template spec providerSpec value placement availabilityZone]'
2024-10-24T13:04:00.167733966Z I1024 13:04:00.167729       1 gather_machine_sets.go:86] error during anonymizing machineset: unable to find field '[spec template spec providerSpec value placement region]'
2024-10-24T13:04:00.167778196Z I1024 13:04:00.167743       1 gather_machine_sets.go:86] error during anonymizing machineset: unable to find field '[spec template spec providerSpec value placement availabilityZone]'
2024-10-24T13:04:00.167822226Z I1024 13:04:00.167795       1 gather_machine_sets.go:86] error during anonymizing machineset: unable to find field '[spec template spec providerSpec value placement region]'
2024-10-24T13:04:00.167832846Z I1024 13:04:00.167823       1 gather_machine_sets.go:86] error during anonymizing machineset: unable to find field '[spec template spec providerSpec value placement availabilityZone]'
2024-10-24T13:04:00.167832846Z I1024 13:04:00.167829       1 gather_machine_sets.go:86] error during anonymizing machineset: unable to find field '[spec template spec providerSpec value placement region]'
2024-10-24T13:04:00.167860736Z I1024 13:04:00.167686       1 tasks_processing.go:74] worker 17 stopped.
2024-10-24T13:04:00.167915006Z I1024 13:04:00.167880       1 recorder.go:70] Recording config/image with fingerprint=af754054357b715bb8ddaba3e079df45b163d925088a37f887c40c258a7c73d3
2024-10-24T13:04:00.167974376Z I1024 13:04:00.167957       1 gather.go:180] gatherer "clusterconfig" function "image" took 7.999341ms to process 1 records
2024-10-24T13:04:00.168104586Z I1024 13:04:00.168071       1 prometheus_rules.go:88] Prometheus rules successfully created
2024-10-24T13:04:00.168166566Z I1024 13:04:00.168134       1 recorder.go:70] Recording machinesets/openshift-machine-api/ci-op-2fcpj5j6-f6035-2lklf-worker-a with fingerprint=d7a2618dd9689c379d9d1d69932de2e273cbb82770ee92b7cefee25445998efe
2024-10-24T13:04:00.168249336Z I1024 13:04:00.168205       1 tasks_processing.go:74] worker 14 stopped.
2024-10-24T13:04:00.174978236Z I1024 13:04:00.174936       1 recorder.go:70] Recording machinesets/openshift-machine-api/ci-op-2fcpj5j6-f6035-2lklf-worker-b with fingerprint=9b522b286d93e67be7220c42310606611bc91bffbf7357706b61b03918e1dd09
2024-10-24T13:04:00.175143496Z I1024 13:04:00.175112       1 recorder.go:70] Recording machinesets/openshift-machine-api/ci-op-2fcpj5j6-f6035-2lklf-worker-c with fingerprint=e88775e3a6deb64fd0d401cd3884ca1e1e134cfcf00b9465c002aab4cd1c37ab
2024-10-24T13:04:00.175272636Z I1024 13:04:00.175244       1 recorder.go:70] Recording machinesets/openshift-machine-api/ci-op-2fcpj5j6-f6035-2lklf-worker-f with fingerprint=4d9400165a140a5d78b1501100aee4ac4d5cdae98bb35316b71da31fa00215c8
2024-10-24T13:04:00.175272636Z I1024 13:04:00.175266       1 gather.go:180] gatherer "clusterconfig" function "machine_sets" took 19.477621ms to process 4 records
2024-10-24T13:04:00.175382576Z I1024 13:04:00.175356       1 recorder.go:70] Recording config/proxy with fingerprint=c0956c9e0265eafd915a56bba5183b2db305cd3299cb143764a68183e481253d
2024-10-24T13:04:00.175393416Z I1024 13:04:00.175380       1 gather.go:180] gatherer "clusterconfig" function "proxies" took 11.33559ms to process 1 records
2024-10-24T13:04:00.175463456Z I1024 13:04:00.175434       1 tasks_processing.go:74] worker 23 stopped.
