2024-10-24T13:03:49.699028843Z I1024 13:03:49.698906       1 start.go:52] Version: 4.18.0-0.ci.test-2024-10-24-124520-ci-op-2fcpj5j6-latest (Raw: machine-config-daemon-4.6.0-202006240615.p0-3074-g54144b31-dirty, Hash: 54144b315275a22cc9140677792ef5ed0189bcde)
2024-10-24T13:04:57.805370692Z W1024 13:04:57.805344       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:57.811141912Z W1024 13:04:57.811119       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:57.819026482Z W1024 13:04:57.818969       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:57.823924952Z W1024 13:04:57.823885       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:57.829188082Z W1024 13:04:57.829147       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:04:58.852820213Z E1024 13:04:58.852482       1 sync.go:1032] Issue getting the kubeconfig-data configmap: configmaps "kubeconfig-data" not found
2024-10-24T13:05:01.981350077Z E1024 13:05:01.980979       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:02.070035917Z W1024 13:05:02.069941       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:02.074925437Z W1024 13:05:02.074868       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:03.567135579Z W1024 13:05:03.567072       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:03.571740939Z W1024 13:05:03.571695       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:03.576420349Z W1024 13:05:03.576381       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:03.581270559Z W1024 13:05:03.581230       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:03.585982259Z W1024 13:05:03.585934       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:03.590244429Z W1024 13:05:03.590117       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:07.718701125Z E1024 13:05:07.718211       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:07.805253035Z W1024 13:05:07.805196       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:07.811200885Z W1024 13:05:07.811151       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:09.307507606Z W1024 13:05:09.307453       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:09.313285446Z W1024 13:05:09.313233       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:09.318615236Z W1024 13:05:09.318591       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:09.323935176Z W1024 13:05:09.323869       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:09.328697776Z W1024 13:05:09.328668       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:09.333708947Z W1024 13:05:09.333663       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:13.452210792Z E1024 13:05:13.451770       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:13.559974271Z W1024 13:05:13.559904       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:13.565344442Z W1024 13:05:13.565309       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:15.044900193Z W1024 13:05:15.044857       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:15.050271423Z W1024 13:05:15.050228       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:15.056107723Z W1024 13:05:15.056071       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:15.061171053Z W1024 13:05:15.061127       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:15.067162884Z W1024 13:05:15.067127       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:15.071627493Z W1024 13:05:15.071585       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:19.190153199Z E1024 13:05:19.189848       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:19.269584449Z W1024 13:05:19.269535       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:19.274556969Z W1024 13:05:19.274490       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:20.777735371Z W1024 13:05:20.777675       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:20.782795591Z W1024 13:05:20.782734       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:20.787925301Z W1024 13:05:20.787887       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:20.793006251Z W1024 13:05:20.792963       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:20.798146381Z W1024 13:05:20.798119       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:20.802723271Z W1024 13:05:20.802679       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:24.935533535Z E1024 13:05:24.935137       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:25.049972135Z W1024 13:05:25.049670       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:25.055214406Z W1024 13:05:25.055174       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:26.526995577Z W1024 13:05:26.526953       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:26.532582697Z W1024 13:05:26.532550       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:26.537309987Z W1024 13:05:26.537283       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:26.542588317Z W1024 13:05:26.542556       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:26.547245077Z W1024 13:05:26.547214       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:26.551792597Z W1024 13:05:26.551745       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:30.738715422Z E1024 13:05:30.738242       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:30.827493962Z W1024 13:05:30.827392       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:30.832387112Z W1024 13:05:30.832356       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:32.307659594Z W1024 13:05:32.307607       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:32.312856894Z W1024 13:05:32.312815       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:32.318183314Z W1024 13:05:32.318144       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:32.323782154Z W1024 13:05:32.323732       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:32.328779544Z W1024 13:05:32.328716       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:32.333909954Z W1024 13:05:32.333875       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:36.500477119Z E1024 13:05:36.500055       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:36.581406459Z W1024 13:05:36.581365       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:36.585934879Z W1024 13:05:36.585895       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:38.092731336Z W1024 13:05:38.092693       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:38.098523836Z W1024 13:05:38.098484       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:38.103032376Z W1024 13:05:38.102986       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:38.107910395Z W1024 13:05:38.107873       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:38.112514485Z W1024 13:05:38.112451       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:38.117000665Z W1024 13:05:38.116932       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:42.231905166Z E1024 13:05:42.231559       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:42.311150181Z W1024 13:05:42.311100       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:42.315909550Z W1024 13:05:42.315875       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:43.826254712Z W1024 13:05:43.826207       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:43.831561912Z W1024 13:05:43.831509       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:43.836839612Z W1024 13:05:43.836799       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:43.841915322Z W1024 13:05:43.841884       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:43.846666491Z W1024 13:05:43.846640       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:43.851815611Z W1024 13:05:43.851743       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:47.971210031Z E1024 13:05:47.970729       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:48.060832216Z W1024 13:05:48.060776       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:48.065599536Z W1024 13:05:48.065565       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:49.757972037Z W1024 13:05:49.757895       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:49.768923637Z W1024 13:05:49.768861       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:49.776046106Z W1024 13:05:49.775989       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:49.787659295Z W1024 13:05:49.787621       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:49.793764115Z W1024 13:05:49.793723       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:49.798987385Z W1024 13:05:49.798950       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:53.931921434Z E1024 13:05:53.931386       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:05:54.036814838Z W1024 13:05:54.036767       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:54.041626288Z W1024 13:05:54.041587       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:55.762315657Z W1024 13:05:55.761730       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:55.856849752Z W1024 13:05:55.856736       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:55.862446412Z W1024 13:05:55.862399       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:55.868320291Z W1024 13:05:55.868263       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:55.922796448Z W1024 13:05:55.922716       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:05:55.927400928Z W1024 13:05:55.927366       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:00.306360732Z E1024 13:06:00.306071       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:06:00.399183367Z W1024 13:06:00.399128       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:00.403405917Z W1024 13:06:00.403366       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:01.899525360Z W1024 13:06:01.899460       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:01.904576230Z W1024 13:06:01.904537       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:01.909517999Z W1024 13:06:01.909461       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:01.913946879Z W1024 13:06:01.913903       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:01.922037709Z W1024 13:06:01.921989       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:01.930368138Z W1024 13:06:01.930301       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:06.057790587Z E1024 13:06:06.057438       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:06:06.133582233Z W1024 13:06:06.133537       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:06.138016803Z W1024 13:06:06.137973       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:07.640146995Z W1024 13:06:07.639937       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:07.644432495Z W1024 13:06:07.644320       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:07.649036024Z W1024 13:06:07.649002       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:07.654038984Z W1024 13:06:07.653988       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:07.658491994Z W1024 13:06:07.658449       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:07.662964724Z W1024 13:06:07.662930       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:11.776701764Z E1024 13:06:11.776630       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:06:11.875406398Z W1024 13:06:11.875346       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:11.880814517Z W1024 13:06:11.880743       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:13.365280701Z W1024 13:06:13.364925       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:13.369609880Z W1024 13:06:13.369571       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:13.374167880Z W1024 13:06:13.374127       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:13.378722670Z W1024 13:06:13.378681       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:13.383116980Z W1024 13:06:13.383063       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:13.387825689Z W1024 13:06:13.387797       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:17.500765639Z E1024 13:06:17.500702       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:06:17.578928254Z W1024 13:06:17.578880       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:17.585507364Z W1024 13:06:17.585460       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:19.088640756Z W1024 13:06:19.088586       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:19.093380366Z W1024 13:06:19.093338       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:19.098880016Z W1024 13:06:19.098840       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:19.103497095Z W1024 13:06:19.103462       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:19.108281605Z W1024 13:06:19.108238       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:19.113150415Z W1024 13:06:19.113118       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:23.225209426Z E1024 13:06:23.225015       1 status.go:300] Error checking version skew: kube-apiserver does not yet have a version, kubelet skew status: KubeletSkewUnchecked, status reason: KubeletSkewUnchecked, status message: An error occurred when checking kubelet version skew: kube-apiserver does not yet have a version
2024-10-24T13:06:23.286614452Z W1024 13:06:23.286560       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicy is deprecated in v1.31+, unavailable in v1.34+
2024-10-24T13:06:23.290331552Z W1024 13:06:23.290289       1 warnings.go:70] admissionregistration.k8s.io/v1beta1 ValidatingAdmissionPolicyBinding is deprecated in v1.31+, unavailable in v1.34+
