2024-10-24T13:18:07.272218495Z I1024 13:18:07.271844       1 profiler.go:21] Starting profiling endpoint at http://127.0.0.1:6060/debug/pprof/
2024-10-24T13:21:55.547455512Z I1024 13:21:55.547381       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdStaticResourcesDegraded: \"etcd/ns.yaml\" (string): the server was unable to return a response in the time allotted, but may still be processing the request (get namespaces openshift-etcd)\nEtcdStaticResourcesDegraded: " to "BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced"
2024-10-24T13:21:55.586476244Z I1024 13:21:55.586405       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:21:55.865470374Z I1024 13:21:55.865390       1 request.go:700] Waited for 1.374053922s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/etcd-ci-op-2fcpj5j6-f6035-2lklf-master-0
2024-10-24T13:21:56.358690243Z I1024 13:21:56.358616       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:21:56.491804758Z I1024 13:21:56.491730       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:21:57.064951890Z I1024 13:21:57.064887       1 request.go:700] Waited for 1.361814702s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/serviceaccounts/installer-sa
2024-10-24T13:21:57.373313962Z I1024 13:21:57.373253       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:21:57.438123084Z I1024 13:21:57.438029       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:21:58.601707019Z E1024 13:21:58.601645       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp: lookup thanos-querier.openshift-monitoring.svc on 172.30.0.10:53: no such host"
2024-10-24T13:22:00.684335669Z I1024 13:22:00.684282       1 installer_controller.go:534] node ci-op-2fcpj5j6-f6035-2lklf-master-0 with revision 3 is the oldest and needs new revision 12
2024-10-24T13:22:00.684335669Z I1024 13:22:00.684327       1 installer_controller.go:542] "ci-op-2fcpj5j6-f6035-2lklf-master-0" moving to (v1.NodeStatus) {
2024-10-24T13:22:00.684335669Z  NodeName: (string) (len=35) "ci-op-2fcpj5j6-f6035-2lklf-master-0",
2024-10-24T13:22:00.684335669Z  CurrentRevision: (int32) 3,
2024-10-24T13:22:00.684335669Z  TargetRevision: (int32) 12,
2024-10-24T13:22:00.684335669Z  LastFailedRevision: (int32) 0,
2024-10-24T13:22:00.684335669Z  LastFailedTime: (*v1.Time)(<nil>),
2024-10-24T13:22:00.684335669Z  LastFailedReason: (string) "",
2024-10-24T13:22:00.684335669Z  LastFailedCount: (int) 0,
2024-10-24T13:22:00.684335669Z  LastFallbackCount: (int) 0,
2024-10-24T13:22:00.684335669Z  LastFailedRevisionErrors: ([]string) <nil>
2024-10-24T13:22:00.684335669Z }
2024-10-24T13:22:00.735808641Z I1024 13:22:00.735744       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:22:00.741111581Z I1024 13:22:00.741047       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'NodeTargetRevisionChanged' Updating node "ci-op-2fcpj5j6-f6035-2lklf-master-0" from revision 3 to 12 because node ci-op-2fcpj5j6-f6035-2lklf-master-0 with revision 3 is the oldest
2024-10-24T13:22:00.816415664Z I1024 13:22:00.816355       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:01.864717404Z I1024 13:22:01.864650       1 request.go:700] Waited for 1.127745623s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/etcd-pod
2024-10-24T13:22:02.624229213Z I1024 13:22:02.624153       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:03.183356395Z I1024 13:22:03.183189       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'PodCreated' Created Pod/installer-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 -n openshift-etcd because it was missing
2024-10-24T13:22:03.267655368Z I1024 13:22:03.264583       1 request.go:700] Waited for 1.117755693s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/serviceaccounts/installer-sa
2024-10-24T13:22:03.346974911Z I1024 13:22:03.346882       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:03.388346253Z I1024 13:22:03.388305       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:03.444841565Z I1024 13:22:03.444394       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:04.265026036Z I1024 13:22:04.264967       1 request.go:700] Waited for 1.083140521s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods?labelSelector=app%3Dinstaller
2024-10-24T13:22:04.473534654Z I1024 13:22:04.473467       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because installer is not finished, but in Pending phase
2024-10-24T13:22:04.943204522Z I1024 13:22:04.943122       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:04.977993244Z I1024 13:22:04.977939       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:05.465677652Z I1024 13:22:05.465235       1 request.go:700] Waited for 1.391060013s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/restore-etcd-pod
2024-10-24T13:22:06.665128478Z I1024 13:22:06.665065       1 request.go:700] Waited for 1.183643046s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/etcd-pod
2024-10-24T13:22:07.072074513Z I1024 13:22:07.072005       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because installer is not finished, but in Running phase
2024-10-24T13:22:07.864972514Z I1024 13:22:07.864910       1 request.go:700] Waited for 1.190860466s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/restore-etcd-pod
2024-10-24T13:22:08.850931432Z E1024 13:22:08.850855       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp 172.30.206.161:9091: connect: connection refused"
2024-10-24T13:22:08.892070943Z I1024 13:22:08.891999       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because installer is not finished, but in Running phase
2024-10-24T13:22:11.645715209Z I1024 13:22:11.645646       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:13.057711293Z I1024 13:22:13.057640       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:13.114407415Z I1024 13:22:13.114336       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:18.326906394Z E1024 13:22:18.326831       1 health.go:115] health check for member (etcd-bootstrap) failed: err(context deadline exceeded)
2024-10-24T13:22:18.327125474Z E1024 13:22:18.327100       1 etcdmemberscontroller.go:81] Unhealthy etcd member found: etcd-bootstrap, took=29.983322448s, err=health check failed: context deadline exceeded
2024-10-24T13:22:18.327458304Z E1024 13:22:18.327431       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.328967814Z E1024 13:22:18.328921       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.336517914Z E1024 13:22:18.336467       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.358498225Z E1024 13:22:18.358443       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.381428796Z E1024 13:22:18.381366       1 health.go:115] health check for member (etcd-bootstrap) failed: err(context deadline exceeded)
2024-10-24T13:22:18.382516066Z W1024 13:22:18.382361       1 etcdcli.go:351] UnhealthyEtcdMember found: [etcd-bootstrap]
2024-10-24T13:22:18.384017166Z W1024 13:22:18.383816       1 bootstrap_teardown_controller.go:144] Removing bootstrap member [a48f107742a8605c]
2024-10-24T13:22:18.384800026Z I1024 13:22:18.384541       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:22:18.385482496Z E1024 13:22:18.385458       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.391179437Z I1024 13:22:18.391083       1 status_controller.go:225] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2024-10-24T13:21:48Z","message":"BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"BootstrapTeardown_Error::EtcdMembersController_ErrorUpdatingReportEtcdMembers::EtcdMembers_UnhealthyMembers","status":"True","type":"Degraded"},{"lastTransitionTime":"2024-10-24T13:03:45Z","message":"NodeInstallerProgressing: 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2024-10-24T13:04:53Z","message":"StaticPodsAvailable: 3 nodes are active; 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12\nEtcdMembersAvailable: 4 members are available","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2024-10-24T13:03:29Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2024-10-24T13:03:29Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2024-10-24T13:22:18.403341417Z E1024 13:22:18.403288       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.409945748Z I1024 13:22:18.409917       1 bootstrap_teardown_controller.go:151] Successfully removed bootstrap member [a48f107742a8605c]
2024-10-24T13:22:18.410106107Z I1024 13:22:18.410049       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'MemberRemove' removed member with ID: 11857714448295288924
2024-10-24T13:22:18.422789918Z I1024 13:22:18.422714       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced" to "BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.439308249Z E1024 13:22:18.436374       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.439308249Z I1024 13:22:18.436938       1 status_controller.go:225] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2024-10-24T13:21:48Z","message":"BootstrapTeardownDegraded: error while updating NotEnoughEtcdMembers: client rate limiter Wait returned an error: context deadline exceeded\nEtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"BootstrapTeardown_Error::EtcdMembersController_ErrorUpdatingReportEtcdMembers::EtcdMembers_UnhealthyMembers","status":"True","type":"Degraded"},{"lastTransitionTime":"2024-10-24T13:03:45Z","message":"NodeInstallerProgressing: 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2024-10-24T13:04:53Z","message":"StaticPodsAvailable: 3 nodes are active; 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12\nEtcdMembersAvailable: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2024-10-24T13:03:29Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2024-10-24T13:03:29Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2024-10-24T13:22:18.439308249Z I1024 13:22:18.437733       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:22:18.465731600Z I1024 13:22:18.465641       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Available message changed from "StaticPodsAvailable: 3 nodes are active; 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12\nEtcdMembersAvailable: 4 members are available" to "StaticPodsAvailable: 3 nodes are active; 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12\nEtcdMembersAvailable: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.471578330Z I1024 13:22:18.471531       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:18.498816351Z I1024 13:22:18.498773       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:22:18.499891801Z E1024 13:22:18.499833       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.508636481Z I1024 13:22:18.508599       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:18.540278332Z I1024 13:22:18.540212       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:18.550937023Z E1024 13:22:18.550879       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.551425033Z I1024 13:22:18.551393       1 status_controller.go:225] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2024-10-24T13:22:18Z","message":"EtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2024-10-24T13:03:45Z","message":"NodeInstallerProgressing: 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2024-10-24T13:04:53Z","message":"StaticPodsAvailable: 3 nodes are active; 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12\nEtcdMembersAvailable: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2024-10-24T13:03:29Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2024-10-24T13:03:29Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2024-10-24T13:22:18.552912003Z I1024 13:22:18.552869       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:22:18.566253374Z E1024 13:22:18.566201       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.567007624Z I1024 13:22:18.566958       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded changed from True to False ("EtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy")
2024-10-24T13:22:18.587222594Z I1024 13:22:18.587164       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because installer is not finished, but in Running phase
2024-10-24T13:22:18.755155661Z I1024 13:22:18.755093       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:22:18.755404770Z E1024 13:22:18.755349       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:18.974734849Z E1024 13:22:18.974667       1 health.go:115] health check for member (etcd-bootstrap) failed: err(context deadline exceeded)
2024-10-24T13:22:18.975002119Z W1024 13:22:18.974941       1 etcdcli.go:351] UnhealthyEtcdMember found: [etcd-bootstrap]
2024-10-24T13:22:19.145397226Z I1024 13:22:19.145317       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:19.366255424Z E1024 13:22:19.366191       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:19.371189154Z I1024 13:22:19.371151       1 prune_controller.go:277] Nothing to prune
2024-10-24T13:22:19.371866134Z I1024 13:22:19.371844       1 status_controller.go:225] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2024-10-24T13:22:18Z","message":"NodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2024-10-24T13:03:45Z","message":"NodeInstallerProgressing: 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2024-10-24T13:04:53Z","message":"StaticPodsAvailable: 3 nodes are active; 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12\nEtcdMembersAvailable: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2024-10-24T13:03:29Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2024-10-24T13:03:29Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2024-10-24T13:22:19.388393775Z I1024 13:22:19.388329       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"bff212df-2809-4dd6-8cc1-b1e11e66ac01", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/etcd changed: Degraded message changed from "EtcdMembersControllerDegraded: getting cache client could not retrieve endpoints: configmaps lister not synced\nNodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy" to "NodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:19.388728995Z I1024 13:22:19.388685       1 status_controller.go:225] clusteroperator/etcd diff {"status":{"conditions":[{"lastTransitionTime":"2024-10-24T13:22:18Z","message":"NodeControllerDegraded: All master nodes are ready\nEtcdMembersDegraded: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2024-10-24T13:03:45Z","message":"NodeInstallerProgressing: 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2024-10-24T13:04:53Z","message":"StaticPodsAvailable: 3 nodes are active; 1 node is at revision 3; 1 node is at revision 5; 1 node is at revision 12\nEtcdMembersAvailable: 3 of 4 members are available, etcd-bootstrap is unhealthy","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2024-10-24T13:03:29Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"},{"lastTransitionTime":"2024-10-24T13:03:29Z","reason":"NoData","status":"Unknown","type":"EvaluationConditionsDetected"}]}}
2024-10-24T13:22:19.401895255Z E1024 13:22:19.401828       1 base_controller.go:271] "Unhandled Error" err="StatusSyncer_etcd reconciliation failed: Operation cannot be fulfilled on clusteroperators.config.openshift.io \"etcd\": the object has been modified; please apply your changes to the latest version and try again"
2024-10-24T13:22:19.544439801Z I1024 13:22:19.544369       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:19.580694802Z I1024 13:22:19.580647       1 request.go:700] Waited for 1.067144021s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/serviceaccounts/etcd-backup-sa
2024-10-24T13:22:20.001806038Z I1024 13:22:20.001712       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:20.580964010Z I1024 13:22:20.580906       1 request.go:700] Waited for 1.191248786s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/restore-etcd-pod
2024-10-24T13:22:20.989268496Z I1024 13:22:20.989212       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because installer is not finished, but in Running phase
2024-10-24T13:22:21.128797622Z E1024 13:22:21.128729       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:21.581001169Z I1024 13:22:21.580942       1 request.go:700] Waited for 1.187528986s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/serviceaccounts/installer-sa
2024-10-24T13:22:21.662798042Z I1024 13:22:21.662716       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:23.192123591Z I1024 13:22:23.192062       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because installer is not finished, but in Running phase
2024-10-24T13:22:29.338744376Z E1024 13:22:29.338691       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: Post \"https://thanos-querier.openshift-monitoring.svc:9091/api/v1/query\": dial tcp 172.30.206.161:9091: connect: connection refused"
2024-10-24T13:22:31.944907466Z I1024 13:22:31.944857       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:35.515567182Z I1024 13:22:35.515519       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because installer is not finished, but in Running phase
2024-10-24T13:22:37.716145137Z I1024 13:22:37.716092       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because waiting for static pod of revision 12, found 3
2024-10-24T13:22:41.610446976Z E1024 13:22:41.610380       1 base_controller.go:271] "Unhandled Error" err="DefragController reconciliation failed: cluster is unhealthy: 3 of 4 members are available, etcd-bootstrap is unhealthy"
2024-10-24T13:22:43.248453719Z I1024 13:22:43.248384       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:43.719383997Z I1024 13:22:43.719324       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
2024-10-24T13:22:47.557799464Z I1024 13:22:47.557705       1 installer_controller.go:522] "ci-op-2fcpj5j6-f6035-2lklf-master-0" is in transition to 12, but has not made progress because waiting for static pod of revision 12, found 3
2024-10-24T13:22:48.265955631Z E1024 13:22:48.265890       1 etcdmemberscontroller.go:81] Unhealthy etcd member found: etcd-bootstrap, took=29.983322448s, err=health check failed: context deadline exceeded
2024-10-24T13:22:48.285544742Z E1024 13:22:48.285506       1 base_controller.go:271] "Unhandled Error" err="FSyncController reconciliation failed: client_error: client error: 401"
2024-10-24T13:22:49.597498462Z I1024 13:22:49.597442       1 etcdcertsignercontroller.go:241] skipping EtcdCertSignerController can't get current revision. Err=revision rollout in progress, can't establish current revision
